run_id,run_date,run_time,run_datetime,day_of_year,city,latitude,longitude,panel_material,panel_face_type,panel_area_m2,panel_base_efficiency,panel_material_factor,panel_effective_base_efficiency,panel_bifacial_gain_factor,cloud_cover_pct,rain_mm,temperature_c,wind_speed_kmh,irradiance_theoretical_w_m2,irradiance_adjusted_w_m2,pv_efficiency,pv_power_kw,grid_carbon_intensity_gco2_kwh,job_flops,job_duration_s,job_energy_j,job_energy_kwh,job_average_power_kw,energy_total_kwh,energy_pv_kwh,energy_grid_kwh,co2_g
run_20260419_000903,2026-04-19,00:09:03,2026-04-19 00:09:03,109,"Belém",-1.4537,-48.5078,"monocrystalline","monofacial",10,0.2,1,0.2,1.1,100,0.2,25.3,3.2,0,0,0.200241,0,100,5e+10,1,250,6.94444e-05,0.25,6.94444e-05,0,6.94444e-05,0.00694444
run_20260419_000932,2026-04-19,00:09:32,2026-04-19 00:09:32,109,"Belém",-1.4537,-48.5078,"monocrystalline","monofacial",10,0.2,1,0.2,1.1,100,0.2,25.3,3.2,0,0,0.200241,0,100,5e+10,1,250,6.94444e-05,0.25,6.94444e-05,0,6.94444e-05,0.00694444
